CalId;C¢digo NL;C¢digo RL;"N. RLs
Revisados";Texto do Requisito Legal;Soluá∆o;Hip¢tese de Incidància;"E / OU
(HIs)";Respons†vel pela Revis∆o;Respons†vel pela Alteraá∆o;Trecho da Carta de Atualizaá∆o;Data da Conclus∆o;Respons†vel pela Solicitaá∆o
;10486;15575;;Os aerovi†rios s∆o submetidos periodicamente a inspeá∆o de sa£de?;"Alterada a HI para ""Realizar transporte aÇreo""";Transportar e/ou contratar transporte aÇreo;;Amanda;Amanda;"Item relativo ao Decreto Federal 1.232, de 22 de junho de 1962, que regulamenta a profiss∆o do Aerovi†rio.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;10486;15574;;As peáas de vestu†rio e equipamentos individuais de proteá∆o s∆o fornecidas gratuitamente aos aerovi†rios?;"Alterada a HI para ""Realizar transporte aÇreo""";Transportar e/ou contratar transporte aÇreo;;Amanda;Amanda;"Item relativo ao Decreto Federal 1.232, de 22 de junho de 1962, que regulamenta a profiss∆o do Aerovi†rio.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;14077;588;;Est† v†lido o registro no MinistÇrio da Agricultura, Pecu†ria e Abastecimento (MAPA) para o estabelecimento produtor ou fabricante de bebidas, padronizador, envasilhador ou engarrafador, atacadista, exportador e importador? (Nota Ius Natura: o registro deve ser renovado a cada dez anos.);"Contexto alterado para:
Comercializar bebidas
OU
Fabricar bebidas
OU
Importar bebidas
OU
Envasar bebidas
OU
Exportar bebidas";Fabricar, produzir, importar, processar, preparar, tratar, embalar, acondicionar, armazenar, transportar, manipular e/ou comercializar alimentos e/ou bebidas;;Amanda;Amanda;"Item relativo ao Decreto Federal 6.871, de 04 de junho de 2009, que regulamenta a Lei 8.918/94, que disciplina o registro, a padronizaá∆o, a classificaá∆o, a inspeá∆o e a fiscalizaá∆o da produá∆o e do comÇrcio de bebidas.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;14077;583;;O r¢tulo da bebida possui, em cada unidade e em caracteres vis°veis e leg°veis, os dizeres indicados no art. 11?;"Contexto alterado para:
Comercializar bebidas
OU
Fabricar bebidas
OU
Importar bebidas
OU
Envasar bebidas
OU
Exportar bebidas";Fabricar, produzir, importar, processar, preparar, tratar, embalar, acondicionar, armazenar, transportar, manipular e/ou comercializar alimentos e/ou bebidas;;Amanda;Amanda;"Item relativo ao Decreto Federal 6.871, de 04 de junho de 2009, que regulamenta a Lei 8.918/94, que disciplina o registro, a padronizaá∆o, a classificaá∆o, a inspeá∆o e a fiscalizaá∆o da produá∆o e do comÇrcio de bebidas.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;14077;586;;As bebidas s∆o padronizadas conforme disposiá‰es do Cap°tulo VII?;"Contexto alterado para:
Comercializar bebidas
OU
Fabricar bebidas
OU
Importar bebidas
OU
Envasar bebidas
OU
Exportar bebidas";Fabricar, produzir, importar, processar, preparar, tratar, embalar, acondicionar, armazenar, transportar, manipular e/ou comercializar alimentos e/ou bebidas;;Amanda;Amanda;"Item relativo ao Decreto Federal 6.871, de 04 de junho de 2009, que regulamenta a Lei 8.918/94, que disciplina o registro, a padronizaá∆o, a classificaá∆o, a inspeá∆o e a fiscalizaá∆o da produá∆o e do comÇrcio de bebidas.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;14077;584;;As bebidas atendem aos requisitos de identidade e qualidade indicados no art. 78?;"Contexto alterado para:
Comercializar bebidas
OU
Fabricar bebidas
OU
Importar bebidas
OU
Envasar bebidas
OU
Exportar bebidas";Fabricar, produzir, importar, processar, preparar, tratar, embalar, acondicionar, armazenar, transportar, manipular e/ou comercializar alimentos e/ou bebidas;;Amanda;Amanda;"Item relativo ao Decreto Federal 6.871, de 04 de junho de 2009, que regulamenta a Lei 8.918/94, que disciplina o registro, a padronizaá∆o, a classificaá∆o, a inspeá∆o e a fiscalizaá∆o da produá∆o e do comÇrcio de bebidas.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;14077;593;;Os estabelecimentos de bebidas disp‰em de respons†vel tÇcnico pela produá∆o, manipulaá∆o e padronizaá∆o, com qualificaá∆o profissional e registro no respectivo conselho profissional?;"Contexto alterado para:
Comercializar bebidas
OU
Fabricar bebidas
OU
Importar bebidas
OU
Envasar bebidas
OU
Exportar bebidas";Fabricar, produzir, importar, processar, preparar, tratar, embalar, acondicionar, armazenar, transportar, manipular e/ou comercializar alimentos e/ou bebidas;;Amanda;Amanda;"Item relativo ao Decreto Federal 6.871, de 04 de junho de 2009, que regulamenta a Lei 8.918/94, que disciplina o registro, a padronizaá∆o, a classificaá∆o, a inspeá∆o e a fiscalizaá∆o da produá∆o e do comÇrcio de bebidas.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;14077;594;;S∆o atendidas as proibiá‰es listadas no art. 99?;"Contexto alterado para:
Comercializar bebidas
OU
Fabricar bebidas
OU
Importar bebidas
OU
Envasar bebidas
OU
Exportar bebidas";Fabricar, produzir, importar, processar, preparar, tratar, embalar, acondicionar, armazenar, transportar, manipular e/ou comercializar alimentos e/ou bebidas;;Amanda;Amanda;"Item relativo ao Decreto Federal 6.871, de 04 de junho de 2009, que regulamenta a Lei 8.918/94, que disciplina o registro, a padronizaá∆o, a classificaá∆o, a inspeá∆o e a fiscalizaá∆o da produá∆o e do comÇrcio de bebidas.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;23270;588;;Est† v†lido o registro no MinistÇrio da Agricultura, Pecu†ria e Abastecimento (MAPA) para o estabelecimento produtor ou fabricante de bebidas, padronizador, envasilhador ou engarrafador, atacadista, exportador e importador? (Nota Ius Natura: o registro deve ser renovado a cada dez anos.);"Contexto alterado para:
Comercializar bebidas
OU
Fabricar bebidas
OU
Importar bebidas
OU
Envasar bebidas
OU
Exportar bebidas";Fabricar, produzir, importar, processar, preparar, tratar, embalar, acondicionar, armazenar, transportar, manipular e/ou comercializar alimentos e/ou bebidas;;Amanda;Amanda;"Item relativo Lei Federal 8.918, de 14 de julho de 1994, que disciplina o registro, a padronizaá∆o, a classificaá∆o, a inspeá∆o e a fiscalizaá∆o da produá∆o e do comÇrcio de bebidas.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;23270;583;;O r¢tulo da bebida possui, em cada unidade e em caracteres vis°veis e leg°veis, os dizeres indicados no art. 11?;"Contexto alterado para:
Comercializar bebidas
OU
Fabricar bebidas
OU
Importar bebidas
OU
Envasar bebidas
OU
Exportar bebidas";Fabricar, produzir, importar, processar, preparar, tratar, embalar, acondicionar, armazenar, transportar, manipular e/ou comercializar alimentos e/ou bebidas;;Amanda;Amanda;"Item relativo Lei Federal 8.918, de 14 de julho de 1994, que disciplina o registro, a padronizaá∆o, a classificaá∆o, a inspeá∆o e a fiscalizaá∆o da produá∆o e do comÇrcio de bebidas.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;23270;586;;As bebidas s∆o padronizadas conforme disposiá‰es do Cap°tulo VII?;"Contexto alterado para:
Comercializar bebidas
OU
Fabricar bebidas
OU
Importar bebidas
OU
Envasar bebidas
OU
Exportar bebidas";Fabricar, produzir, importar, processar, preparar, tratar, embalar, acondicionar, armazenar, transportar, manipular e/ou comercializar alimentos e/ou bebidas;;Amanda;Amanda;"Item relativo Lei Federal 8.918, de 14 de julho de 1994, que disciplina o registro, a padronizaá∆o, a classificaá∆o, a inspeá∆o e a fiscalizaá∆o da produá∆o e do comÇrcio de bebidas.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;23270;584;;As bebidas atendem aos requisitos de identidade e qualidade indicados no art. 78?;"Contexto alterado para:
Comercializar bebidas
OU
Fabricar bebidas
OU
Importar bebidas
OU
Envasar bebidas
OU
Exportar bebidas";Fabricar, produzir, importar, processar, preparar, tratar, embalar, acondicionar, armazenar, transportar, manipular e/ou comercializar alimentos e/ou bebidas;;Amanda;Amanda;"Item relativo Ö Lei Federal 8.918, de 14 de julho de 1994, que disciplina o registro, a padronizaá∆o, a classificaá∆o, a inspeá∆o e a fiscalizaá∆o da produá∆o e do comÇrcio de bebidas.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;15609;17909;;AtÇ o segundo dia £til ap¢s o in°cio do defeso, Ç enviada ao IBAMA a Declaraá∆o de Estoque de Pescado e iscas naturais existentes nos frigor°ficos, peixarias, entrepostos, postos de venda, restaurantes, hotÇis e similares?;"Contexto alterado para:
Adquirir e/ou consumir pescado
OU
Industrializar pescados e derivados
OU
Comercializar pescados e derivados";"Adquirir e/ou consumir pescado
OU
Industrializar pescados e derivados
OU
Manter atividade no interior das cÉmaras frigor°ficas
OU
Manter espaáos destinados ao lazer, cultura, hospedagem e divers‰es
OU
Possuir refeit¢rios, restaurantes, lanchonetes, bares e/ou similares";;Amanda;Amanda;"Item relativo Ö Instruá∆o Normativa Interministerial MMA/MPA  13, de 25 de outubro de 2011, que estabelece normas gerais Ö pesca e o per°odo de defeso para a bacia hidrogr†fica dos rios Tocantins e Gurupi, nos estados de Tocantins, Goi†s, Mato Grosso, Par†, Maranh∆o ou Distrito Federal, exclu°da a sub-bacia do rio Araguaia.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;16973;1172;;Observa-se que qualquer ocorrància aeron†utica deve ser notificada, por meio do preenchimento da Ficha de Notificaá∆o e Confirmaá∆o de Ocorrància (FNCO), dispon°vel no site do CENIPA? [Nota Ius Natura: ocorrància aeron†utica Ç qualquer evento envolvendo aeronave que pode ser classificado como acidente aeron†utico (em que uma pessoa sofra les∆o grave ou venha a falecer), incidente aeron†utico (que afeta ou possa afetar a seguranáa da operaá∆o) ou incidente aeron†utico grave (que envolveu circunstÉncias que indiquem que houve elevado potencial de risco de acidente relacionado Ö operaá∆o da aeronave)].;"Alterada a HI para ""Realizar transporte aÇreo""";Transportar e/ou contratar transporte aÇreo;;Amanda;Amanda;"Item relativo Ö Portaria EMAer  166, de 12 de fevereiro de 2014, que aprova a NSCA 3-13 ""Protocolos de Investigaá∆o de Ocorràncias Aeron†uticas da Aviaá∆o Civil conduzidas pelo Estado Brasileiro"".

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;11513;14294;;"Para o transporte de explosivos, s∆o atendidas as seguintes exigàncias: j) Ç proibida a utilizaá∆o de luzes n∆o protegidas, f¢sforos, isqueiros, dispositivos e ferramentas capazes de produzir chama ou centelha nos locais de embarque, desembarque e no transporte; k) salvo casos especiais, os serviáos de carga e descarga de explosivos devem ser feitos durante o dia e com tempo bom; l) quando houver necessidade de carregar ou descarregar explosivos durante a noite, somente ser† usada iluminaá∆o com lanternas e holofotes elÇtricos?";"Alterada a HI para ""Transportar explosivos""";Adquirir, utilizar, armazenar, comercializar, importar, exportar, transportar, manter, reparar, recuperar, manusear e/ou contratar serviáos que envolvam a utilizaá∆o de explosivos e outros produtos controlados pelo MinistÇrio do ExÇrcito (R-105);;Amanda;Amanda;"Item relativo Ö Norma Regulamentadora - NR 19, de 08 de junho de 1978, que regulamenta as atividades de fabricaá∆o, armazenamento e transporte de explosivos.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;11513;14290;;"Para o transporte de explosivos, s∆o atendidas as seguintes exigàncias: a) o material a ser transportado deve estar devidamente acondicionado em embalagem regulamentar; b) os serviáos de embarque e desembarque devem ser assistidos por um fiscal da empresa transportadora, devidamente habilitado; c) todos os equipamentos empregados nos serviáos de carga, transporte e descarga devem ser rigorosamente verificados quanto Ös condiá‰es de seguranáa; d) sinais de perigo, como bandeirolas vermelhas ou tabuletas de aviso, devem ser afixados em lugares vis°veis do ve°culo de transporte?";"Alterada a HI para ""Transportar explosivos""";Adquirir, utilizar, armazenar, comercializar, importar, exportar, transportar, manter, reparar, recuperar, manusear e/ou contratar serviáos que envolvam a utilizaá∆o de explosivos e outros produtos controlados pelo MinistÇrio do ExÇrcito (R-105);;Amanda;Amanda;"Item relativo Ö Norma Regulamentadora - NR 19, de 08 de junho de 1978, que regulamenta as atividades de fabricaá∆o, armazenamento e transporte de explosivos.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;11513;14293;;"Para o transporte de explosivos, s∆o atendidas as seguintes exigàncias: e) o material deve ser disposto e fixado no ve°culo de modo a facilitar a inspeá∆o e a seguranáa; f) muniá‰es, p¢lvoras, explosivos, acess¢rios iniciadores e artif°cios pirotÇcnicos devem ser transportados separadamente; g) o material deve ser protegido contra a umidade e incidància direta dos raios solares; h) Ç proibido bater, arrastar, rolar ou jogar os recipientes de explosivos; i) antes de descarregar os materiais, o local previsto para armazen†-los deve ser examinado?";"Alterada a HI para ""Transportar explosivos""";Adquirir, utilizar, armazenar, comercializar, importar, exportar, transportar, manter, reparar, recuperar, manusear e/ou contratar serviáos que envolvam a utilizaá∆o de explosivos e outros produtos controlados pelo MinistÇrio do ExÇrcito (R-105);;Amanda;Amanda;"Item relativo Ö Norma Regulamentadora - NR 19, de 08 de junho de 1978, que regulamenta as atividades de fabricaá∆o, armazenamento e transporte de explosivos.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;11513;14285;;"Os dep¢sitos de explosivos: a) s∆o constru°dos de materiais incombust°veis, em terreno firme, seco, a salvo de inundaá‰es; b) s∆o apropriadamente ventilados; c) mantÇm ocupaá∆o m†xima de 60% da †rea, respeitando-se a altura m†xima de empilhamento de dois metros e uma entre o teto e o topo do empilhamento; d) s∆o dotados de sinalizaá∆o externa adequada?";"Alterada a HI para ""Armazenar explosivos""";Adquirir, utilizar, armazenar, comercializar, importar, exportar, transportar, manter, reparar, recuperar, manusear e/ou contratar serviáos que envolvam a utilizaá∆o de explosivos e outros produtos controlados pelo MinistÇrio do ExÇrcito (R-105);;Amanda;Amanda;"Item relativo Ö Norma Regulamentadora - NR 19, de 08 de junho de 1978, que regulamenta as atividades de fabricaá∆o, armazenamento e transporte de explosivos.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;11513;14289;;"ê atendida a proibiá∆o de armazenar: a) acess¢rios iniciadores com explosivos, inclusive p¢lvoras ou acess¢rios explosivos em um mesmo dep¢sito; b) p¢lvoras em um mesmo dep¢sito com outros explosivos; c) fogos de artif°cio com p¢lvoras e outros explosivos em um mesmo dep¢sito ou no balc∆o de estabelecimentos comerciais; d) explosivos e acess¢rios em habitaá‰es, est†bulos, silos, galp‰es, oficinas, lojas ou outras edificaá‰es n∆o destinadas a esse uso espec°fico?";"Alterada a HI para ""Armazenar explosivos""";Adquirir, utilizar, armazenar, comercializar, importar, exportar, transportar, manter, reparar, recuperar, manusear e/ou contratar serviáos que envolvam a utilizaá∆o de explosivos e outros produtos controlados pelo MinistÇrio do ExÇrcito (R-105);;Amanda;Amanda;"Item relativo Ö Norma Regulamentadora - NR 19, de 08 de junho de 1978, que regulamenta as atividades de fabricaá∆o, armazenamento e transporte de explosivos.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;11513;14291;;(FABRICAÄ«O DE EXPLOSIVOS) S∆o mantidas, nas instalaá‰es de fabricaá∆o e armazenagem de explosivos, as quantidades m†ximas de acordo com o Anexo II?;"Alterada a HI para ""Fabricar explosivos""";Adquirir, utilizar, armazenar, comercializar, importar, exportar, transportar, manter, reparar, recuperar, manusear e/ou contratar serviáos que envolvam a utilizaá∆o de explosivos e outros produtos controlados pelo MinistÇrio do ExÇrcito (R-105);;Amanda;Amanda;"Item relativo Ö Norma Regulamentadora - NR 19, de 08 de junho de 1978, que regulamenta as atividades de fabricaá∆o, armazenamento e transporte de explosivos.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
